Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Castform (Rainy),84.1,351,water,none,112.6,121.3,146,1993800,39.5,1500,Water Gun,Weather Ball (Water),Thunder,12,20,5,75000
Bellossom,84,182,grass,none,115.1,132.2,128,1947512,24.5,1498,Acid,Leaf Blade,Dazzling Gleam,5,7,3,50000
Golisopod,84,768,bug,water,124.1,134.7,108,1804489,17.5,1499,Shadow Claw,Aqua Jet,X-Scissor,5,5,1,10000
Hypno (Shadow),84,97,psychic,none,103.4,143,147,2174050,27,1500,Confusion,Thunder Punch,Ice Punch,3,3,3,50000
Mightyena (Shadow),84,262,dark,none,125.9,105.8,133,1770707,29,1497,Sucker Punch,Crunch,Poison Fang,7,6,1,10000
Umbreon,84,197,dark,none,90.2,177,156,2491764,27,1500,Snarl,Dark Pulse,Last Resort,4,5,5,75000
Charizard (Shadow),83.9,6,fire,flying,132.8,108.9,117,1691315,19,1498,Ember,Blast Burn,Air Cutter,6,4,3,10000
Spinda,83.9,327,normal,none,110.1,110.1,142,1720678,50,1380,Sucker Punch,Rock Tomb,Icy Wind,8,7,3,50000
Bellossom (Shadow),83.8,182,grass,none,115.1,132.2,128,1947512,24.5,1498,Acid,Leaf Blade,Dazzling Gleam,5,7,3,50000
Mightyena,83.8,262,dark,none,125.9,105.8,133,1770707,29,1497,Sucker Punch,Crunch,Poison Fang,7,6,1,10000
Vespiquen,83.8,416,bug,flying,108.9,143.5,132,2061993,28,1499,Fury Cutter,X-Scissor,Power Gem,10,13,3,50000
Fletchinder (Shadow),83.7,662,fire,flying,123.3,102.6,143,1810501,47.5,1495,Peck,Fly,Flame Charge,6,7,1,10000
Qwilfish (Hisuian),83.7,211,dark,poison,128.1,112.4,121,1741533,26,1494,Poison Sting,Aqua Tail,Shadow Ball,4,7,3,50000
Lairon (Shadow),83.6,305,steel,rock,113.8,147.2,118,1976790,27,1500,Metal Sound,Rock Tomb,Body Slam,7,5,1,10000
Cetoddle,83.5,974,ice,none,112.6,79.8,213,1914594,50,1469,Powder Snow,Avalanche,Body Slam,6,5,3,50000
Dragonite,83.5,149,dragon,flying,135.8,107.3,113,1647398,14.5,1498,Dragon Breath,Thunder Punch,Superpower,10,10,5,75000
Rufflet,83.5,627,normal,flying,126.7,92.2,152,1774904,46.5,1500,Peck,Brave Bird,Fly,7,6,5,75000
Scrafty,83.5,560,dark,fighting,110.4,156.7,117,2024611,24.5,1495,Counter,Foul Play,Thunder Punch,7,7,3,50000
Urshifu (Single Strike),83.5,892,fighting,dark,136.6,97.8,121,1616195,15,1489,Sucker Punch,Brick Break,Dynamic Punch,6,7,20,100000
Walrein,83.5,365,ice,water,112.5,114.9,154,1990879,20.5,1500,Powder Snow,Icicle Spear,Earthquake,5,9,3,50000
Aron,83.4,304,steel,rock,114.3,131.1,127,1902550,50,1478,Metal Sound,Rock Tomb,Body Slam,7,5,1,10000
Pumpkaboo (Super),83.4,710,ghost,grass,111.8,113.4,141,1787612,50,1414,Astonish,Grass Knot,Foul Play,5,4,5,75000
Salamence (Shadow),83.4,373,dragon,flying,143.5,93.1,117,1562473,14.5,1497,Dragon Tail,Fly,Brutal Swing,4,3,5,75000
Venusaur (Shadow),83.4,3,grass,poison,122.2,122.2,123,1835969,20.5,1500,Vine Whip,Frenzy Plant,Sludge,6,5,3,10000
Donphan,83.3,232,ground,none,125.3,113.2,126,1786397,18.5,1498,Mud Slap,Body Slam,Trailblaze,4,5,3,50000
Palkia (Shadow),83.3,484,water,dragon,140.4,110,100,1543554,13.5,1473,Dragon Breath,Aqua Tail,Draco Meteor,9,17,20,100000
Sandslash,83.3,28,ground,none,120.5,123,125,1852528,23.5,1497,Sand Attack,Rock Tomb,Night Slash,13,9,3,50000
Shelgon,83.3,372,dragon,none,123.3,119.1,123,1806077,27.5,1498,Dragon Breath,Crunch,Dragon Pulse,12,14,5,75000
Farfetch'd (Galarian),83.2,83,fighting,none,137.6,99.7,119,1633523,37,1499,Fury Cutter,Leaf Blade,Brave Bird,9,14,3,50000
Avalugg,83.1,713,ice,none,111.8,141.4,127,2006849,17.5,1500,Ice Fang,Avalanche,Body Slam,8,6,3,50000
Froslass,83.1,478,ice,ghost,122.6,114.9,130,1831027,27.5,1499,Hex,Avalanche,Shadow Ball,4,5,3,50000
Gourgeist (Super),83.1,711,ghost,grass,115.1,131.6,129,1953944,21,1500,Hex,Seed Bomb,Shadow Ball,4,5,5,75000
Slowking (Galarian),83,199,poison,psychic,117.3,117.9,138,1909734,20.5,1499,Acid,Psyshock,Shadow Ball,5,7,3,50000
Cetitan,82.9,975,ice,none,120.2,77.1,202,1870752,18,1500,Powder Snow,Avalanche,Body Slam,6,5,3,50000
Fletchinder,82.9,662,fire,flying,123.3,102.6,143,1810501,47.5,1495,Peck,Fly,Flame Charge,6,7,1,10000
Sandslash (Shadow),82.9,28,ground,none,120.5,123,125,1852528,23.5,1497,Sand Attack,Rock Tomb,Night Slash,13,9,3,50000
Zapdos,82.9,145,electric,flying,135.7,104.7,115,1633229,15.5,1493,Thunder Shock,Drill Peck,Thunderbolt,5,7,20,100000
Jumpluff,82.8,189,grass,flying,96.7,157,153,2322994,40.5,1499,Fairy Wind,Aerial Ace,Energy Ball,5,7,3,50000
Lurantis,82.8,754,grass,none,126.2,117.9,119,1770422,23,1495,Leafage,Leaf Blade,Superpower,5,5,3,50000
Wartortle,82.8,8,water,none,107.6,139.1,139,2080282,47.5,1496,Water Gun,Aqua Jet,Ice Beam,14,19,3,10000
Gourgeist (Large),82.7,711,ghost,grass,115.9,137.2,122,1940488,22,1500,Hex,Seed Bomb,Shadow Ball,4,5,5,75000
Oinkologne (Female),82.7,916,normal,none,109.6,111.5,167,2041611,22.5,1500,Tackle,Body Slam,Trailblaze,12,15,1,10000
Raikou (Shadow),82.7,243,electric,none,133.6,109.9,113,1659339,15.5,1489,Thunder Shock,Wild Charge,Aura Sphere,5,5,20,100000
Ampharos (Shadow),82.6,181,electric,none,126.8,107.9,129,1766112,19.5,1497,Volt Switch,Brutal Swing,Trailblaze,3,3,5,75000
Overqwil,82.6,904,dark,poison,131,106.9,122,1708017,18.5,1498,Poison Jab,Aqua Tail,Shadow Ball,5,8,5,75000
Torterra,82.6,389,grass,ground,119.9,117,133,1867141,19,1498,Mud Slap,Frenzy Plant,Stone Edge,5,6,3,10000
Aron (Shadow),82.5,304,steel,rock,114.3,131.1,127,1902550,50,1478,Metal Sound,Rock Tomb,Body Slam,7,5,1,10000
Skeledirge,82.5,911,fire,ghost,121.2,109.7,139,1849333,18.5,1500,Incinerate,Torch Song,Shadow Ball,3,3,3,10000
Ursaring,82.4,217,normal,none,139.6,91.4,126,1607158,18.5,1500,Shadow Claw,Close Combat,Swift,6,5,3,50000
Walrein (Shadow),82.4,365,ice,water,112.5,114.9,154,1990879,20.5,1500,Powder Snow,Icicle Spear,Earthquake,5,9,3,50000
Drifblim (Shadow),82.3,426,ghost,flying,119.2,75.8,209,1886853,23.5,1500,Astonish,Icy Wind,Shadow Ball,5,6,5,75000
Raichu,82.3,26,electric,none,133.6,110.6,114,1684547,25.5,1500,Thunder Shock,Wild Charge,Trailblaze,5,5,1,10000
Shelgon (Shadow),82.3,372,dragon,none,123.3,119.1,123,1806077,27.5,1498,Dragon Breath,Crunch,Dragon Pulse,12,14,5,75000
Skuntank,82.3,435,poison,dark,121.7,95.2,158,1831135,23.5,1493,Poison Jab,Crunch,Trailblaze,7,7,3,50000
Aromatisse,82.2,683,fairy,none,115.8,107.3,156,1939437,24,1500,Charm,Psyshock,Moonblast,5,8,3,50000
Hariyama (Shadow),82.2,297,fighting,none,125.6,76.1,186,1778366,19.5,1496,Force Palm,Upper Hand,Heavy Slam,4,5,3,50000
Wailmer (Shadow),82.2,320,water,none,116.6,68.3,242,1926826,48.5,1499,Rollout,Scald,Body Slam,4,3,1,10000
Amaura (Shadow),82.1,698,rock,ice,114.3,104.2,165,1964777,50,1500,Powder Snow,Weather Ball (Ice),Thunderbolt,5,7,5,75000
Cofagrigus,82.1,563,ghost,none,111.7,165.3,109,2013466,24.5,1500,Shadow Claw,Shadow Ball,Dark Pulse,7,7,3,50000
Glalie,82.1,362,ice,none,115.2,120.8,140,1948427,27,1499,Rollout,Avalanche,Shadow Ball,4,5,3,50000
Snorlax,82.1,143,normal,none,108.4,102.3,187,2073265,17.5,1500,Lick,Body Slam,Superpower,12,14,5,75000
Uxie,82.1,480,psychic,none,102.1,176.1,122,2193759,22,1497,Confusion,Swift,Future Sight,3,5,20,100000
Whimsicott,82.1,547,grass,fairy,118.8,135,118,1892000,28,1499,Fairy Wind,Seed Bomb,Moonblast,5,7,1,10000
Zapdos (Shadow),82.1,145,electric,flying,138.1,103.5,112,1601039,15,1489,Thunder Shock,Drill Peck,Thunderbolt,5,7,20,100000
Dudunsparce,82,982,normal,none,116.1,98.6,169,1934787,20.5,1500,Rollout,Drill Run,Rock Slide,4,4,3,50000
Lokix,82,920,bug,dark,132.9,104.1,122,1686502,24,1499,Sucker Punch,X-Scissor,Trailblaze,6,7,1,50000
Munchlax,82,446,normal,none,103.2,96.6,218,2172279,30,1499,Tackle,Body Slam,Bulldoze,12,15,5,10000
Druddigon,81.9,621,dragon,none,131.2,111.3,117,1708917,20.5,1499,Dragon Tail,Night Slash,Rock Tomb,3,5,5,75000
Gourgeist (Average),81.9,711,ghost,grass,115.9,145.1,115,1933691,23.5,1498,Hex,Seed Bomb,Shadow Ball,4,5,5,75000
Trumbeak,81.9,732,normal,flying,134.1,93.3,134,1675846,48.5,1499,Peck,Drill Peck,Rock Blast,5,5,1,10000
Castform (Snowy),81.8,351,ice,none,112.6,121.3,146,1993800,39.5,1500,Powder Snow,Weather Ball (Ice),Blizzard,5,10,5,75000
Kingambit,81.8,983,dark,steel,127.3,112,124,1768045,15.5,1500,Metal Sound,Foul Play,Iron Head,5,7,5,75000
Latios,81.8,381,dragon,psychic,139.4,112.9,102,1605573,14.5,1497,Dragon Breath,Aura Sphere,Luster Purge,10,15,20,100000
Lucario,81.8,448,fighting,steel,145.8,93.7,113,1544133,20.5,1500,Force Palm,Aura Sphere,Shadow Ball,4,6,5,75000
Lugia,81.8,249,psychic,flying,102.4,167.1,127,2174273,15,1497,Dragon Tail,Fly,Aeroblast,4,7,20,100000
Shiinotic,81.8,756,grass,fairy,116.6,134.3,123,1925196,31,1499,Astonish,Seed Bomb,Moonblast,4,6,3,50000
Typhlosion (Shadow),81.8,157,fire,none,132.8,108.9,117,1691315,19,1498,Incinerate,Blast Burn,Thunder Punch,3,2,3,10000
Ferrothorn,81.7,598,grass,steel,107.1,152.7,128,2094247,24.5,1499,Bullet Seed,Power Whip,Thunder,4,5,3,75000
Genesect,81.7,649,bug,steel,141.1,111.7,100,1575465,16,1498,Fury Cutter,X-Scissor,Techno Blast (Normal),10,14,20,100000
Piloswine,81.7,221,ice,ground,121.1,99.5,154,1854684,24,1500,Powder Snow,Icicle Spear,High Horsepower,5,8,3,50000
Barbaracle,81.6,689,rock,water,121,133.1,115,1851007,20.5,1499,Fury Cutter,Cross Chop,Stone Edge,9,14,3,50000
Galvantula,81.6,596,bug,electric,138.3,96.5,122,1627493,25.5,1500,Volt Switch,Discharge,Lunge,3,3,3,50000
Pawniard,81.6,624,dark,steel,132,107.8,119,1692305,49,1497,Fury Cutter,Night Slash,X-Scissor,9,10,5,75000
Toucannon,81.6,733,normal,flying,137.3,96.8,123,1634212,20.5,1500,Peck,Drill Peck,Rock Blast,5,5,1,10000
Toxicroak,81.6,454,poison,fighting,136.2,93.8,129,1648115,22.5,1499,Poison Sting,Dynamic Punch,Shadow Ball,5,7,3,50000
Armarouge,81.5,936,fire,psychic,132.2,109.6,117,1695222,17,1499,Incinerate,Psyshock,Flame Charge,2,3,5,50000
Gallade,81.5,475,psychic,fighting,136.6,115.6,104,1642368,18,1499,Confusion,Close Combat,Leaf Blade,4,3,5,75000
Gallade (Shadow),81.5,475,psychic,fighting,136.6,115.6,104,1642368,18,1499,Confusion,Close Combat,Leaf Blade,4,3,5,75000
Meganium,81.4,154,grass,none,110.8,139,131,2018472,23,1497,Vine Whip,Frenzy Plant,Earthquake,6,9,3,10000
Perrserker,81.4,863,steel,none,128.8,113.4,119,1737649,23,1500,Shadow Claw,Close Combat,Trailblaze,6,6,3,50000
Sirfetch'd,81.4,865,fighting,none,144.8,108,99,1548382,18.5,1500,Fury Cutter,Leaf Blade,Close Combat,9,12,3,50000
Snorlax (Shadow),81.4,143,normal,none,108.4,102.3,187,2073265,17.5,1500,Lick,Body Slam,Superpower,12,14,5,75000
Wailmer,81.4,320,water,none,116.6,68.3,242,1926826,48.5,1499,Rollout,Scald,Body Slam,4,3,1,10000
Hariyama,81.3,297,fighting,none,125.6,76.1,186,1778366,19.5,1496,Force Palm,Upper Hand,Heavy Slam,4,5,3,50000
Pumpkaboo (Large),81.3,710,ghost,grass,113.4,115.1,133,1736900,50,1406,Astonish,Grass Knot,Foul Play,5,4,5,75000
Gogoat,81.2,673,grass,none,119.7,95,165,1876484,19.5,1499,Vine Whip,Leaf Blade,Brick Break,5,5,3,50000
Piloswine (Shadow),81.2,221,ice,ground,121.1,99.5,154,1854684,24,1500,Powder Snow,Icicle Spear,High Horsepower,5,8,3,50000
Salamence,81.2,373,dragon,flying,143.5,93.1,117,1562473,14.5,1497,Dragon Tail,Fly,Brutal Swing,4,3,5,75000
Decidueye (Hisuian),81.1,724,grass,fighting,126.9,109.5,127,1764738,19,1499,Psycho Cut,Trailblaze,Aura Sphere,5,5,3,10000
Mew,81.1,151,psychic,none,120.5,119.4,129,1855163,16.5,1498,Shadow Claw,Wild Charge,Psyshock,6,5,20,100000
Tropius,81.1,357,grass,flying,101.4,128.1,170,2208146,29,1498,Air Slash,Leaf Blade,Brutal Swing,4,4,5,75000
Gourgeist (Small),81,711,ghost,grass,116.9,153,107,1913042,25,1499,Hex,Seed Bomb,Shadow Ball,4,5,5,75000
Amaura,80.9,698,rock,ice,114.3,104.2,165,1964777,50,1500,Powder Snow,Weather Ball (Ice),Thunderbolt,5,7,5,75000
Bombirdier,80.9,962,flying,dark,127.8,117.2,117,1752237,22,1497,Sucker Punch,Fly,Rock Tomb,7,8,5,75000
Electrode (Hisuian),80.9,101,electric,grass,123.3,128.7,115,1825336,26,1500,Thunder Shock,Wild Charge,Swift,5,4,3,50000
Lileep,80.9,345,rock,grass,100.8,138.6,151,2111110,50,1460,Acid,Grass Knot,Ancient Power,7,6,3,50000
Machoke,80.9,67,fighting,none,126.8,97.4,143,1765627,27.5,1499,Karate Chop,Cross Chop,Return,4,8,3,50000
Sceptile (Shadow),80.8,254,grass,none,135.6,109.3,111,1645623,20,1498,Fury Cutter,Leaf Blade,Breaking Swipe,9,13,3,10000
Froslass (Shadow),80.7,478,ice,ghost,122.6,114.9,130,1831027,27.5,1499,Hex,Avalanche,Shadow Ball,4,5,3,50000
Nidorina,80.7,30,poison,none,110.9,113.4,157,1975496,50,1480,Poison Sting,Poison Fang,Thunderbolt,5,7,3,50000
Toxicroak (Shadow),80.7,454,poison,fighting,136.2,93.8,129,1648115,22.5,1499,Poison Sting,Dynamic Punch,Shadow Ball,5,7,3,50000
Roserade,80.6,407,grass,poison,141.9,114.3,97,1574006,18.5,1499,Poison Sting,Weather Ball (Fire),Leaf Storm,4,7,3,50000
Sylveon,80.6,700,fairy,none,117.3,124.7,130,1901632,18,1498,Charm,Psyshock,Moonblast,5,8,5,75000
Tentacruel (Shadow),80.6,73,water,poison,108.9,143.5,131,2047453,23,1495,Acid,Scald,Sludge Wave,7,9,3,50000
Beedrill,80.5,15,bug,poison,127.1,106.5,130,1760459,30.5,1500,Poison Sting,X-Scissor,Drill Run,5,5,1,10000
Cresselia (Shadow),80.5,488,psychic,none,92,159,160,2339924,19,1467,Confusion,Grass Knot,Moonblast,4,5,20,100000
Serperior,80.5,497,grass,none,110.2,142.3,130,2038328,25,1500,Vine Whip,Frenzy Plant,Aerial Ace,6,6,3,10000
Girafarig,80.4,203,normal,psychic,130.3,101.6,130,1720655,27.5,1499,Confusion,Psychic Fangs,Trailblaze,3,4,3,50000
Girafarig (Shadow),80.3,203,normal,psychic,130.3,101.6,130,1720655,27.5,1499,Confusion,Psychic Fangs,Trailblaze,3,4,3,50000
Electivire (Shadow),80.2,466,electric,none,143.4,100.9,108,1562263,18,1498,Thunder Shock,Ice Punch,Wild Charge,5,5,5,75000
Latios (Shadow),80.2,381,dragon,psychic,140.5,113,99,1570884,14,1488,Dragon Breath,Aura Sphere,Luster Purge,10,15,20,100000
Lileep (Shadow),80.2,345,rock,grass,100.8,138.6,151,2111110,50,1460,Acid,Grass Knot,Ancient Power,7,6,3,50000
Magnezone,80.2,462,electric,steel,134.4,121.2,102,1661074,17,1497,Volt Switch,Wild Charge,Mirror Shot,3,3,3,50000
Nidorina (Shadow),80.2,30,poison,none,110.9,113.4,157,1975496,50,1480,Poison Sting,Poison Fang,Dig,5,6,3,50000
Tapu Fini,80.2,788,water,fairy,115.9,158.3,105,1926493,20,1495,Water Gun,Surf,Nature's Madness,15,17,20,100000
Xatu (Shadow),80.2,178,psychic,flying,132.2,107.9,119,1698214,25.5,1500,Peck,Psyshock,Aerial Ace,5,6,3,50000
Poliwrath,80.1,62,water,fighting,115.8,122,137,1936317,21.5,1500,Counter,Scald,Icy Wind,9,8,3,50000
Sceptile,80.1,254,grass,none,135.6,109.3,111,1645623,20,1498,Fury Cutter,Leaf Blade,Breaking Swipe,9,13,3,10000
Suicune,80.1,245,water,none,106.3,143.1,137,2083417,18.5,1489,Ice Fang,Bubble Beam,Scald,7,9,20,100000
Wailord,80.1,321,water,none,118.4,67.4,237,1891875,24.5,1497,Rollout,Surf,Return,4,6,1,10000
Ariados,80,168,bug,poison,124.2,103.9,140,1806211,33.5,1497,Poison Sting,Lunge,Trailblaze,5,5,1,10000
Electrode,80,101,electric,none,122.9,126.3,118,1831578,27,1500,Volt Switch,Discharge,Foul Play,3,3,3,50000
Regirock (Shadow),80,377,rock,none,105.8,178.5,111,2094814,17,1493,Lock On,Stone Edge,Focus Blast,11,15,20,100000
Relicanth,80,369,water,rock,105.2,133.7,152,2137627,22.5,1499,Water Gun,Aqua Tail,Ancient Power,12,15,5,75000
Beedrill (Shadow),79.9,15,bug,poison,127.1,106.5,130,1760459,30.5,1500,Poison Sting,X-Scissor,Drill Run,5,5,1,10000
Furfrou,79.9,676,normal,none,115.5,125.2,134,1937601,26.5,1496,Sucker Punch,Surf,Grass Knot,7,8,5,75000
Golett (Shadow),79.9,622,ground,ghost,119.3,89.9,141,1512725,50,1344,Mud Slap,Shadow Punch,Brick Break,4,4,5,75000
Sandshrew (Alolan) (Shadow),79.9,27,ice,steel,117.6,121,127,1807853,50,1462,Powder Snow,Night Slash,Gyro Ball,5,7,3,50000
Scyther (Shadow),79.9,123,bug,flying,134.9,109.5,113,1668474,20.5,1500,Fury Cutter,Night Slash,X-Scissor,9,10,5,75000
Typhlosion,79.9,157,fire,none,132.8,108.9,117,1691315,19,1498,Incinerate,Blast Burn,Thunder Punch,3,2,3,10000
Avalugg (Hisuian),79.8,713,ice,rock,116.5,135.2,122,1921301,16,1498,Powder Snow,Rock Slide,Icy Wind,6,6,3,50000
Dugtrio (Shadow),79.8,51,ground,none,136.8,120.1,100,1642734,41,1500,Mud Slap,Mud Bomb,Stone Edge,4,6,3,50000
Ferrothorn (Shadow),79.8,598,grass,steel,107.1,152.7,128,2094247,24.5,1499,Bullet Seed,Power Whip,Thunder,4,5,3,75000
Leavanny,79.8,542,bug,grass,129.5,110.3,121,1727030,21.5,1497,Shadow Claw,Leaf Blade,X-Scissor,5,5,1,10000
Magnezone (Shadow),79.8,462,electric,steel,134.4,121.2,102,1661074,17,1497,Volt Switch,Wild Charge,Mirror Shot,3,3,3,50000
Skuntank (Shadow),79.8,435,poison,dark,121.7,95.2,158,1831135,23.5,1493,Poison Jab,Crunch,Trailblaze,7,7,3,50000
Victini,79.8,494,psychic,fire,120.5,119.4,129,1855163,16.5,1498,Confusion,V-Create,Psyshock,3,3,20,100000
Marshtomp (Shadow),79.7,259,water,ground,120.4,111.4,139,1864979,33.5,1500,Mud Shot,Mud Bomb,Surf,5,6,3,10000
Samurott (Hisuian),79.7,503,water,dark,132.6,96.8,132,1694230,20,1499,Fury Cutter,Dark Pulse,Icy Wind,13,12,3,10000
Servine,79.7,496,grass,none,105.9,140.3,142,2109814,50,1494,Vine Whip,Grass Knot,Wrap,7,6,3,10000
Meowscarada,79.6,908,grass,dark,140.4,99.1,115,1600011,19.5,1498,Leafage,Night Slash,Frenzy Plant,5,6,3,10000
Pumpkaboo (Average),79.6,710,ghost,grass,114.3,116,126,1669772,50,1381,Astonish,Grass Knot,Foul Play,5,4,5,75000
Raticate (Alolan),79.6,20,dark,normal,107.1,130.2,150,2090786,36.5,1497,Quick Attack,Crunch,Return,6,9,1,10000
Grimer (Shadow),79.5,88,poison,none,122.8,86.9,171,1824029,49,1497,Poison Jab,Sludge,Mud Bomb,6,6,3,50000
Politoed,79.5,186,water,none,114,124.3,139,1970072,23,1498,Mud Shot,Weather Ball (Water),Earthquake,5,9,3,50000
Glalie (Shadow),79.4,362,ice,none,115.2,120.8,140,1948427,27,1499,Rollout,Avalanche,Shadow Ball,4,5,3,50000
Kangaskhan,79.4,115,normal,none,114.6,110.9,153,1943857,21.5,1495,Mud Slap,Crunch,Stomp,5,4,3,50000
Charizard,79.3,6,fire,flying,132.8,108.9,117,1691315,19,1498,Ember,Blast Burn,Air Cutter,6,4,3,10000
Dugtrio (Alolan) (Shadow),79.3,51,ground,steel,148.2,112.9,90,1506431,29,1499,Mud Slap,Mud Bomb,Iron Head,4,5,3,50000
Grimer,79.3,88,poison,none,121,88.2,172,1836323,50,1491,Poison Jab,Sludge,Mud Bomb,6,6,3,50000
Magneton,79.3,82,electric,steel,143.5,114.7,95,1562951,22,1499,Volt Switch,Magnet Bomb,Discharge,3,3,3,50000
Mudsdale,79.3,750,ground,none,123.6,107.1,136,1799895,18,1491,Mud Slap,Body Slam,Earthquake,4,7,3,50000
Politoed (Shadow),79.3,186,water,none,114,124.3,139,1970072,23,1498,Mud Shot,Weather Ball (Water),Earthquake,5,9,3,50000
Zygarde (50% Forme),79.3,718,dragon,ground,114.1,128.3,133,1947950,15.5,1494,Dragon Tail,Crunch,Earthquake,4,6,20,100000
Bruxish,79.2,779,water,psychic,136.5,102.5,117,1636557,23,1495,Confusion,Aqua Tail,Psychic Fangs,3,3,3,50000
Marshtomp,79.2,259,water,ground,119.9,111.5,140,1871384,34.5,1499,Mud Shot,Mud Bomb,Surf,5,6,3,10000
Sandshrew (Alolan),79.2,27,ice,steel,117.6,121,127,1807853,50,1462,Powder Snow,Night Slash,Gyro Ball,5,7,3,50000
Torterra (Shadow),79.2,389,grass,ground,119.9,117,133,1867141,19,1498,Mud Slap,Frenzy Plant,Sand Tomb,5,4,3,10000
Wartortle (Shadow),79.2,8,water,none,107.6,139.1,139,2080282,47.5,1496,Water Gun,Aqua Jet,Ice Beam,14,19,3,10000
Chesnaught,79.1,652,grass,fighting,119.4,126.9,124,1878859,19,1497,Vine Whip,Frenzy Plant,Superpower,6,5,3,10000
Magneton (Shadow),79.1,82,electric,steel,143.5,114.7,95,1562951,22,1499,Thunder Shock,Discharge,Magnet Bomb,5,5,3,50000
Primarina,79.1,730,water,fairy,131.6,115.7,112,1705342,17,1500,Charm,Disarming Voice,Hydro Cannon,6,5,3,10000
Vikavolt (Shadow),79.1,738,bug,electric,144.2,96.7,111,1547210,17.5,1494,Volt Switch,X-Scissor,Discharge,3,3,1,10000
Farfetch'd,79,83,normal,flying,116.8,109.2,131,1671469,50,1397,Fury Cutter,Leaf Blade,Aerial Ace,9,12,3,50000
Magnemite (Shadow),79,81,electric,steel,147.8,113.6,90,1511610,49,1496,Volt Switch,Magnet Bomb,Discharge,3,3,3,50000
Pignite,79,499,fire,fighting,127.3,87,158,1751280,29,1497,Ember,Rock Tomb,Flame Charge,6,6,3,10000
Slowbro (Galarian),79,80,poison,psychic,119.1,108.4,146,1884537,22.5,1500,Confusion,Brutal Swing,Sludge Bomb,3,4,3,50000
Baxcalibur,78.9,998,dragon,ice,135.7,95.7,127,1649572,15.5,1500,Dragon Breath,Avalanche,Dragon Claw,12,13,5,75000
Bewear,78.9,760,normal,fighting,129.6,87.2,153,1729276,17.5,1497,Shadow Claw,Superpower,Stomp,5,5,1,10000
Hawlucha,78.9,701,fighting,flying,127.5,107.6,128,1756378,23,1497,Poison Jab,Flying Press,Aerial Ace,6,7,5,75000
Rapidash (Galarian),78.9,78,psychic,fairy,133.7,111.5,112,1669979,22.5,1499,Fairy Wind,Body Slam,Wild Charge,4,5,3,50000
Dugtrio (Alolan),78.8,51,ground,steel,148.2,112.9,90,1506431,29,1499,Mud Slap,Mud Bomb,Iron Head,4,5,3,50000
Gengar (Shadow),78.8,94,ghost,poison,154.3,95.5,98,1444036,19,1495,Shadow Claw,Shadow Punch,Sludge Bomb,5,7,3,50000
Arcanine (Shadow),78.7,59,fire,none,132.1,102.6,125,1693302,18,1496,Fire Fang,Wild Charge,Psychic Fangs,8,6,3,50000
Electrode (Shadow),78.7,101,electric,none,122.9,126.3,118,1831578,27,1500,Volt Switch,Discharge,Foul Play,3,3,3,50000
Giratina (Origin),78.7,487,ghost,dragon,120,101.4,154,1874595,15,1500,Dragon Tail,Ominous Wind,Shadow Ball,4,5,20,100000
Larvesta,78.7,636,bug,fire,130.8,99.8,131,1710210,45.5,1499,Ember,Flame Wheel,Bug Buzz,5,7,5,75000
Salazzle,78.7,758,poison,fire,147,91.2,114,1529161,22.5,1499,Incinerate,Poison Fang,Dragon Pulse,2,3,3,50000
Decidueye,78.6,724,grass,ghost,127.8,115.3,119,1754076,20,1500,Leafage,Frenzy Plant,Spirit Shackle,6,5,3,10000
Galvantula (Shadow),78.6,596,bug,electric,138.3,96.5,122,1627493,25.5,1500,Volt Switch,Discharge,Lunge,3,3,3,50000
Incineroar,78.6,727,fire,dark,125.3,109.2,131,1791290,18.5,1497,Snarl,Brutal Swing,Blast Burn,3,4,3,10000
Ledian,78.6,166,bug,flying,101.4,162.5,134,2207885,49.5,1496,Bug Bite,Dynamic Punch,Aerial Ace,15,15,1,10000
Vigoroth (Shadow),78.6,288,normal,none,116.2,114.1,145,1923360,28.5,1497,Counter,Body Slam,Rock Slide,6,8,5,75000
Kricketune,78.5,402,bug,none,127.7,89.6,153,1750786,38,1497,Fury Cutter,X-Scissor,Aerial Ace,10,12,1,10000
Grafaiai,78.4,945,poison,normal,134.2,107.8,115,1663690,24.5,1498,Mud Slap,Poison Fang,Sludge Bomb,4,5,3,50000
Mawile,78.4,303,steel,fairy,124.8,120.8,119,1793917,39,1497,Fairy Wind,Iron Head,Play Rough,6,7,5,75000
Obstagoon (Shadow),78.4,862,dark,normal,113.2,127.9,137,1985019,21,1500,Counter,Cross Chop,Night Slash,6,6,3,10000
Pelipper,78.4,279,water,flying,123.3,128.7,115,1825336,26,1500,Wing Attack,Weather Ball (Water),Hurricane,5,10,3,50000
Venomoth,78.4,49,bug,poison,127,107.6,129,1763077,27,1497,Psywave,Poison Fang,Bug Buzz,10,15,3,50000
Armaldo (Shadow),78.3,348,rock,bug,133.9,109.1,115,1680484,19.5,1500,Fury Cutter,Rock Blast,Liquidation,10,12,3,50000
Centiskorch,78.3,851,fire,bug,128.7,99.4,136,1739873,18.5,1500,Ember,Lunge,Crunch,5,5,5,75000
Vullaby,78.3,629,dark,flying,100.8,129.4,157,2048662,50,1437,Feint Attack,Brave Bird,Foul Play,10,7,5,75000
